ccnd2	fabp7	h2afv	dbi	top2a	rpl8	hsp90ab1	vim	rps5	cdk4	
hsp90ab1	hnrnpa2b1	ncl	top2a	marcks	serbp1	ezh2	nasp	ccnd2	smc4	
mt-nd1	mt-nd4	snhg11	rtn1	sepw1	mt-cytb	tmsb4x	npy	stmn2	sst	
hsp90ab1	hnrnpa2b1	marcks	top2a	ncl	ezh2	nasp	serbp1	ccnd2	smc4	
cpa3	cst3	tmsb4x	hsp90b1	pabpc1	apoe	hsp90ab1	ctsz	rplp1	eif5b	
tuba1a	nnat	tmsb4x	tubb2b	tubb5	tubb3	tmsb10	rtn1	marcksl1	cfl1	
top2a	ybx1	pabpc1	dek	rplp1	smc4	pttg1	ccnd2	rpl32	sox11	
tubb5	fabp7	tuba1a	sox4	nnat	tubb2b	sox11	dbi	tubb3	hsp90ab1	
nnat	tuba1a	stmn2	rtn1	stmn3	cxcl14	cck	fabp7	tubb2b	mt-nd1	
hsp90ab1	ncl	serbp1	hnrnpa2b1	ccnd2	pabpc1	dek	nasp	dbi	marcks	
ncl	mki67	rbm25	marcks	ttyh1	hsp90b1	atrx	cenpe	actb	prrc2c	
ccnd2	tubb5	dek	hnrnpa2b1	meis2	top2a	serbp1	hnrnpab	h2afv	abracl	
apoe	tmsb4x	cst3	actb	ctsb	sepp1	ctsd	tyrobp	itm2b	lgmn	
