hsp90ab1	hnrnpa2b1	ccnd2	ncl	dek	marcks	serbp1	top2a	gm8186	nasp	
tuba1a	nnat	tubb5	tubb2b	tmsb4x	tubb3	sox4	sox11	tmsb10	h3f3b	
nnat	ccnd2	smc4	sox11	marcks	gnb2l1	pttg1	smarcc1	h2afv	psmd14	
mt-nd1	sepw1	snhg11	cxcl14	reln	mt-nd4	mt-cytb	cnr1	mllt11	tmsb10	
mt-nd1	actb	mt-cytb	mt-nd4	gdf11	snhg11	ncam1	arpp21	ly6h	atp2b1	
cd3eap	hsp90ab1	serbp1	ncl	dbi	fabp7	ptn	nasp	pabpc1	anp32a	
plp1	rgs5	top2a	ptn	sept7	cpa3	hsp90ab1	marcks	mki67	mt-nd5	
tmsb4x	tuba1a	tubb5	tubb2b	tceal8	nnat	tmsb10	tubb3	rps5	marcksl1	
tuba1a	nnat	tubb2b	tubb5	tmsb4x	tubb3	sox4	tmsb10	h3f3b	marcksl1	
hsp90ab1	ncl	top2a	pabpc1	serbp1	nasp	dek	mt-nd5	ccnd2	tuba1b	
tuba1a	tubb5	nnat	tubb2b	tubb3	tmsb4x	sox4	snapc2	h3f3b	sox11	
mt-nd1	rtn1	mt-cytb	mt-nd4	cxcl14	stmn2	snhg11	sepw1	tmsb4x	stmn3	
npy	mt-nd1	sst	mt-cytb	arpp21	mt-nd4	cst3	actb	ttc3	ncam1	
mt-nd1	mt-cytb	mt-nd4	snhg11	cst3	rtn1	ly6h	pcsk1n	cxcl14	sepw1	
